user_id,product,credit_limit,income_volatility,spending_bias,repayment_discipline,final_cash,final_balance,net_worth_proxy,payment_on_time_rate,avg_utilization,defaulted,cumulative_interest,cumulative_fees,final_fico_proxy
0,Traditional Revolving Card,1344.0173758903477,0.35958241942238534,1.1023343848763303,0.8746693514951732,46.769648195001324,2154.662252909264,-2107.8926047142627,0.0,1.2366924128421795,1,398.3745526630939,420.0,351.59691045893845
1,Traditional Revolving Card,1618.4936238177615,0.22555137590082092,1.2322641331279813,0.928228798967005,71.36542864671682,2494.5584843738975,-2423.1930557271808,0.0,1.2058375136335782,1,467.80991309997813,420.0,355.29949836397066
2,Traditional Revolving Card,1308.4422805536128,0.39343916796455297,0.9669105446937512,0.9839860744900542,108.27607796607407,2104.7112328489816,-1996.4351548829075,0.0,1.233007374195662,1,386.6661447359618,420.0,352.03911509652056
3,Traditional Revolving Card,1313.6329679672026,0.3289472116237456,0.9912867953813591,0.8546562751934634,0.0,2117.6758585800767,-2117.6758585800767,0.0,1.2466488346091114,1,392.49911607476946,420.0,350.4021398469066
4,Traditional Revolving Card,1212.849463579273,0.08767093915505982,1.1654553325341768,0.7611231023869359,6764.614718692665,0.0,6764.614718692665,1.0,0.0,0,0.0,0.0,780.0
5,Traditional Revolving Card,1118.0272343421968,0.4402489406547024,1.0275930416342336,0.6746743228442003,28.34511624114875,1877.9795484445156,-1849.6344322033667,0.0,1.2837846949558887,1,343.9711632749203,420.0,345.9458366052934
6,Traditional Revolving Card,1159.4663733390205,0.3544558807961412,1.13145789190208,0.6823580925190229,45.50780816445257,1932.0578833888228,-1886.5500752243702,0.0,1.2857382298355209,1,357.2737740531686,420.0,345.7114124197375
7,Traditional Revolving Card,1233.8564963113824,0.36442572211078156,1.0068692590041164,0.8274957091601374,14039.69668496836,0.0,14039.69668496836,1.0,0.0,0,0.0,0.0,780.0
8,Traditional Revolving Card,1629.5249990599555,0.10124545307021836,0.8969728138157153,0.9247785623877247,15946.297861751533,0.0,15946.297861751533,1.0,0.0,0,0.0,0.0,780.0
9,Traditional Revolving Card,1140.0715553672997,0.23015437515822684,1.135341729251455,0.8940372052219197,4.370998269672967,1901.9582300104723,-1897.5872317407993,0.0,1.2701082538574264,1,347.01908887170936,420.0,347.5870095371088
10,Traditional Revolving Card,1213.1530189778452,0.19831920969303252,0.8590198261331196,0.5548743202927107,29.133697486092025,1992.701926820985,-1963.568229334893,0.0,1.2645406378442225,1,367.66159570712375,420.0,348.25512345869333
11,Traditional Revolving Card,983.6555848983728,0.4207059955394407,0.8893626485890886,0.6940839355356692,18.138040215364143,1707.2224236755167,-1689.0843834601526,0.0,1.3142576193559925,1,309.7865836744855,420.0,342.2890856772809
12,Traditional Revolving Card,1379.1577666182889,0.3075460480322658,1.082071242252894,0.7258225880906459,47.05079958498331,2197.5541794074434,-2150.50337982246,0.0,1.2307568047263386,1,406.83420164976883,420.0,352.3091834328394
13,Traditional Revolving Card,1541.6697946795707,0.379104645308332,1.1362714100864313,0.4773677519186596,0.0,2401.0315566823556,-2401.0315566823556,0.0,1.2190634738305874,1,450.4820287514915,420.0,353.7123831403295
14,Traditional Revolving Card,1606.124461489189,0.22736567953093245,1.2026095490905169,0.611992940959536,24.752671912996703,2480.412259457397,-2455.6595875444,0.0,1.2063697958858184,1,464.43766125450804,420.0,355.23562449370183
15,Traditional Revolving Card,1250.8411311739276,0.14089548871391078,0.9226639238371512,0.8002954806888365,43.729909980792414,2035.8629064394274,-1992.132996458635,0.0,1.239474286277484,1,371.5720146857112,420.0,351.26308564670194
16,Traditional Revolving Card,1343.5885708198089,0.27183391480633395,0.8498259163702495,0.6737423682152865,66.08720551720376,2148.601500969246,-2082.5142954520425,0.0,1.2251680383671593,1,394.53364191957195,420.0,352.9798353959409
17,Traditional Revolving Card,1161.6124194574904,0.07552690244167014,1.2302209967851832,0.8392907618744098,6894.743706003655,0.0,6894.743706003655,1.0,0.0,0,0.0,0.0,780.0
18,Traditional Revolving Card,1332.0046699236307,0.38105246879703286,0.8694903896099642,0.9219309033135298,97.90056380831682,2141.806941151898,-2043.9063773435814,0.0,1.2450242355556163,1,397.4732263807591,420.0,350.597091733326
19,Traditional Revolving Card,1278.4912881248035,0.3026657596488259,0.8889501420145878,0.2681975593654473,31.868587741718642,2075.726511490659,-2043.8579237489405,0.0,1.2592974473473586,1,385.87030841585477,420.0,348.88430631831693
20,Traditional Revolving Card,1214.5660968128718,0.35323509603414954,0.9310982541013096,0.8028275455835129,40.3259339586827,1989.4750412231517,-1949.149107264469,0.0,1.2415945531686516,1,361.4058749406325,420.0,351.00865361976184
21,Traditional Revolving Card,1234.4384230692824,0.19181038725194738,1.0382261093118295,0.8029885577111835,24.97792604887333,2018.3878436816801,-1993.4099176328068,0.0,1.2547238514277477,1,371.2107916187832,420.0,349.4331378286703
22,Traditional Revolving Card,1312.9805708484123,0.4382792097579613,1.197271504715335,0.7901145131955721,83.90486782739063,2115.7762683932424,-2031.8714005658517,0.0,1.24408344254955,1,391.4961867258865,420.0,350.709986894054
23,Traditional Revolving Card,1126.461891288609,0.4072484485288791,1.14224571022844,0.7905749845385109,40.346569858275146,1887.6643855478972,-1847.317815689622,0.0,1.2844805336681473,1,346.7562406200305,420.0,345.8623359598223
24,Traditional Revolving Card,1139.3758019804916,0.36135339882950474,1.1186708992291858,0.8696872335056992,29.36368690260325,1895.4547765309683,-1866.0910896283651,0.0,1.2594239597121022,1,343.887442037633,420.0,348.86912483454773
25,Traditional Revolving Card,1626.8405034178884,0.12785548314078704,0.8788312555352017,0.7951583274121737,17051.723243727407,0.0,17051.723243727407,1.0,0.0,0,0.0,0.0,780.0
26,Traditional Revolving Card,1877.6366922115958,0.23668840149081366,0.9609571841866884,0.7861307058846351,43.61095005129046,2765.7360048362243,-2722.125054784934,0.0,1.160370941358155,1,522.2816310145326,420.0,360.7554870370214
27,Traditional Revolving Card,898.908262866489,0.06752150631489151,1.015282216739005,0.5713593817350288,116.53998574341847,1603.667890938212,-1487.1279051947936,0.0,1.3380803172702054,1,288.2090771356157,420.0,339.43036192757535
28,Traditional Revolving Card,885.1321989059853,0.11171579682701914,0.8663416790685137,0.7509728582303989,71.13427594490585,1581.914454665547,-1510.7801787206413,0.0,1.3276325353127993,1,281.56996699726153,420.0,340.68409576246404
29,Traditional Revolving Card,960.7117930479626,0.32321958129698186,0.9230433659570026,0.48975717120777523,97.17749582293389,1673.6281029866261,-1576.4506071636922,0.0,1.2983138831205716,1,298.8806214342462,420.0,344.2023340255314
30,Traditional Revolving Card,1174.1778962403612,0.34790486236312684,0.9387499417787799,0.5660377009416433,48.156056908919325,1941.8705249284037,-1893.7144680194845,0.0,1.259911777553428,1,354.5372497329252,420.0,348.8105866935886
31,Traditional Revolving Card,1423.9451277593143,0.437003892973684,0.8572742892480677,0.5291160202099924,14385.034625137454,0.0,14385.034625137454,1.0,0.0,0,0.0,0.0,780.0
32,Traditional Revolving Card,1347.8132355120679,0.1803301432552608,1.0476078613587159,0.4254919048854068,76.11427672376256,2154.9839295033757,-2078.8696527796133,0.0,1.2337014715350876,1,398.53358741567155,420.0,351.9558234157895
33,Traditional Revolving Card,1243.007784195117,0.19818388241394758,1.1172626884358867,0.7292005617127061,50.65792910534603,2032.2075488798912,-1981.5496197745451,0.0,1.2644498312334465,1,376.68918548403826,420.0,348.26602025198645
34,Traditional Revolving Card,1332.2338867394747,0.2378223245103232,0.8314692341645876,0.7791984333412267,77.56252133202494,2140.9962565009937,-2063.4337351689687,0.0,1.2480595185545191,1,398.5115246299996,420.0,350.2328577734577
35,Traditional Revolving Card,1026.9784608429077,0.12578854363371428,1.0165053957934174,0.42836916318896523,56.45099800749068,1759.984305546912,-1703.5333075394215,0.0,1.2987343330376562,1,319.6189999109852,420.0,344.15188003548127
36,Traditional Revolving Card,1138.9693070618453,0.10196860213418867,1.1519950378705077,0.6408466804357239,70.98877031799957,1896.820022155915,-1825.8312518379155,0.0,1.262428269229402,1,344.58535119184074,420.0,348.50860769247174
37,Traditional Revolving Card,1194.9763629060508,0.24028197049037353,1.1365955580286011,0.70103384289815,8350.373178072095,0.0,8350.373178072095,1.0,0.0,0,0.0,0.0,780.0
38,Traditional Revolving Card,803.9459152820368,0.14076373962035366,1.1667828932984394,0.5262294205947906,43.78811140684674,1479.9954529159083,-1436.2073415090615,0.0,1.3446547873192074,1,259.00066750280047,420.0,338.6414255216951
39,Traditional Revolving Card,909.672448819351,0.3179255978730041,1.001708284926773,0.8480318614614087,92.95733868303971,1609.722975314764,-1516.7656366317242,0.0,1.3088506993859315,1,285.28635107436344,420.0,342.93791607368826
40,Traditional Revolving Card,919.6084846805852,0.2248607675489323,1.1692506871879373,0.9070669149745264,21.010212626971622,1629.7570641860884,-1608.7468515591167,0.0,1.3317639940924035,1,293.4592285779495,420.0,340.1883207089116
41,Traditional Revolving Card,1391.0270559209437,0.383071278423135,0.9083388820464213,0.6789711561059613,18.147435510972173,2211.2709732722037,-2193.1235377612315,0.0,1.2280178049462314,1,409.42406331332313,420.0,352.6378634064522
42,Traditional Revolving Card,1261.338737143104,0.33010604080089967,0.9623647526378819,0.7272670817994729,56.83494468686207,2054.193676195326,-1997.358731508464,0.0,1.2588674603571917,1,380.55959489253024,420.0,348.935904757137
43,Traditional Revolving Card,1352.7653000184857,0.17494665655281644,0.8793600093880106,0.7224184444730611,54.99110616001259,2111.09894160305,-2056.1078354430374,0.0,1.1891605902930076,1,385.5475687338033,420.0,357.3007291648391
44,Traditional Revolving Card,740.086252549384,0.3829039205580804,1.0103680427428574,0.591141739399685,0.0,1400.438713328182,-1400.438713328182,0.0,1.3744940517302477,1,243.70218953600332,420.0,335.0607137923703
45,Traditional Revolving Card,829.1083284870992,0.37190574299872076,0.9764270100869494,0.6081443924925285,90.9939692507497,1513.6381596279762,-1422.6441903772266,0.0,1.353185312857232,1,268.8120136019288,420.0,337.61776245713213
46,Traditional Revolving Card,1365.803860064124,0.20499135161206977,0.9084172023864405,0.33290068967978975,62.02057878635577,2127.1258047686097,-2065.105225982254,0.0,1.184490489588853,1,387.7364894894801,420.0,357.8611412493376
47,Traditional Revolving Card,505.33258958348733,0.16533124157209766,1.1383013191538516,0.8656000042030156,92.81492992405252,1006.8412956653824,-914.0263657413299,0.08333333333333333,1.4047789775098094,1,170.04072543373962,385.0,345.5931893654895
48,Traditional Revolving Card,1506.157339399951,0.3229982015899902,0.941231047450241,0.7926567178150808,88.25515287349938,2349.144403171344,-2260.8892502978447,0.0,1.2046923031403562,1,434.90734612470874,420.0,355.4369236231572
49,Traditional Revolving Card,744.1707141193025,0.10590099344372393,0.9227619485656261,0.9467066547316794,56.75228319856046,1405.5696042674485,-1348.817321068888,0.0,1.3775582275818685,1,245.5955856985586,420.0,334.6930126901758
50,Traditional Revolving Card,1410.8362229812446,0.12996328099004334,0.8589006488827228,0.6218583012319295,1.5635131401313345,2234.8972629960012,-2233.33374985587,0.0,1.225642812968269,1,414.4548238494413,420.0,352.92286244380773
51,Traditional Revolving Card,977.8538438107594,0.05294490790040221,0.9974697658108769,0.6102063277134201,13393.782916139633,0.0,13393.782916139633,1.0,0.0,0,0.0,0.0,780.0
52,Traditional Revolving Card,1462.2259287928955,0.36476975100085535,0.9363340829767859,0.7812330822698327,74.06226095086559,2247.141443049508,-2173.0791820986424,0.0,1.1753720288941505,1,411.9312463052236,420.0,358.95535653270196
53,Traditional Revolving Card,2002.0402284791237,0.31594034263681287,0.9661727786034359,0.5284392652456723,39.73487490591057,2914.1340914519014,-2874.399216545991,0.0,1.1420919236710558,1,548.1267776831812,420.0,362.94896915947334
54,Traditional Revolving Card,631.7055924697186,0.33206615145053403,0.9061987681792487,0.860582018260971,95.18423503859691,1264.2911851227523,-1169.1069500841554,0.0,1.429635406221206,1,216.32767627344356,420.0,328.4437512534553
55,Traditional Revolving Card,1373.8442869651622,0.36229161240878716,1.1434199704189552,0.7640168626024241,65.7972790948863,2194.296718525064,-2128.499439430178,0.0,1.2374620157562746,1,407.47513572402795,420.0,351.50455810924706
56,Traditional Revolving Card,747.9593216015651,0.23356631021533597,1.2185015063096227,0.5913403252918856,0.0,1415.9037729824142,-1415.9037729824142,0.0,1.395085409320341,1,249.991570317156,420.0,332.5897508815591
57,Traditional Revolving Card,1306.692230554376,0.2774964783811575,1.0240693337549995,0.6042790625730508,44.28416447590753,2103.5987436147957,-2059.3145791388883,0.0,1.2305646570399722,1,385.38305942856033,420.0,352.33224115520335
58,Traditional Revolving Card,1148.3069591120266,0.10591879925106298,1.0893492905033746,0.6308495588267222,70.61578301053167,1908.5114703012807,-1837.895687290749,0.0,1.2616794411700751,1,347.20640330703435,420.0,348.598467059591
59,Traditional Revolving Card,1232.4455806154608,0.09581202941438938,1.1902275244730176,0.6311954347358231,24.463955413947588,2011.8320994502353,-1987.3681440362877,0.0,1.2405610696633065,1,366.4246607228545,420.0,351.13267164040326
60,Traditional Revolving Card,972.0784309179408,0.3173611847161887,1.2494733368001465,0.44940251388680313,18.140258574002303,1695.886670428321,-1677.7464118543187,0.0,1.319348337089069,1,307.3241741715368,420.0,341.67819954931167
61,Traditional Revolving Card,1395.135277374125,0.23843848245725302,1.0760824181284245,0.9735492157176938,35.479460126220204,2214.117988124039,-2178.638527997819,0.0,1.224102727172951,1,409.32402652517794,420.0,353.1076727392459
62,Traditional Revolving Card,837.9105405074047,0.27609444259247556,1.200400759942941,0.567972127883999,18.876771504725752,1528.179676628454,-1509.3029051237281,0.0,1.3569129551842896,1,272.41791175806924,420.0,337.17044537788524
63,Traditional Revolving Card,1510.409315724685,0.35599954296641023,1.208873710950039,0.7506684611190786,54.17295651445822,2365.6240026498667,-2311.4510461354084,0.0,1.2229888720253619,1,442.7640115959985,420.0,353.2413353569566
64,Traditional Revolving Card,1097.6874233474543,0.3038873280002363,1.1561531695134302,0.6240653879715211,64.14169528361397,1847.844878944969,-1783.703183661355,0.0,1.2766358541824059,1,335.8263274245661,420.0,346.8036974981113
65,Traditional Revolving Card,849.3273306492276,0.2714317602631983,1.0074191259828997,0.46569057099411376,0.0,1539.0706346900472,-1539.0706346900472,0.0,1.3406276342197032,1,272.8160553089954,420.0,339.1246838936356
66,Traditional Revolving Card,1598.7342058351746,0.2736828642981654,0.8365193001907547,0.3471699629005785,50.69889141627059,2405.314608384714,-2354.6157169684434,0.0,1.1463316884761834,1,439.2781187934805,420.0,362.440197382858
67,Traditional Revolving Card,1183.1643367977117,0.1715800392250449,0.8071124999480602,0.887214176281333,51.076434810714915,1901.7334183128612,-1850.6569835021462,0.0,1.2133797197439358,1,344.04823885162995,420.0,354.3944336307277
68,Traditional Revolving Card,1676.9089926105066,0.062327133827175765,1.0147402849773162,0.7103577260863059,37.31594579937121,2515.727852029207,-2478.411906229836,0.0,1.161756310059967,1,466.9750883583191,420.0,360.58924279280393
69,Traditional Revolving Card,1505.3390323283356,0.22468695569294495,1.022441540090578,0.5681756501860161,1.2680761080958547,2302.0359254412756,-2300.7678493331796,0.0,1.1765444236346387,1,424.50828548049185,420.0,358.81466916384335
70,Traditional Revolving Card,1000.4635738033912,0.1358338691278117,0.9833130745383376,0.818496904013737,13509.053657824,0.0,13509.053657824,1.0,0.0,0,0.0,0.0,780.0
71,Traditional Revolving Card,1178.7525497658128,0.21341145748985446,1.055675308081114,0.8738969207621323,32.00587228850323,1951.4902757485056,-1919.4844034600023,0.0,1.2691536693122152,1,358.5324379591105,420.0,347.70155968253414
72,Traditional Revolving Card,1230.2594849158936,0.39136122930726647,1.0484732164869923,0.5690308153382173,79.70684168553022,2009.0985379344313,-1929.391696248901,0.0,1.240730916016552,1,365.82432823025624,420.0,351.11229007801376
73,Traditional Revolving Card,1581.57579999661,0.14357579434613632,1.1764758684647119,0.6552196776375475,17.18002038572736,2453.601924355768,-2436.4219039700406,0.0,1.2187377999703617,1,462.0263281166978,420.0,353.75146400355663
74,Traditional Revolving Card,1309.3794283417787,0.07332109667562642,0.8488956964680181,0.8170590402632893,0.0,2108.032556479185,-2108.032556479185,0.0,1.234328931208215,1,387.35831273958814,420.0,351.88052825501416
75,Traditional Revolving Card,1244.073155274115,0.16255355680879863,0.9013299497474955,0.772455307720726,0.0,2028.4180068150465,-2028.4180068150465,0.0,1.2501421809288125,1,372.7431428514865,420.0,349.9829382885425
76,Traditional Revolving Card,1150.030103225423,0.16743750310667344,1.1568522405318338,0.7746680867318474,51.95960851915021,1908.777243551372,-1856.817635032222,0.0,1.254294633117149,1,345.6909127382973,420.0,349.4846440259421
77,Traditional Revolving Card,1187.3607410363402,0.314766605890758,1.1815265902506447,0.888101082243736,74.04760586613324,1961.3237580504838,-1887.2761521843506,0.0,1.2644890845758652,1,359.824365931733,420.0,348.26130985089617
78,Traditional Revolving Card,1526.148021419581,0.27281286093651136,1.2476708961293905,0.4199307105702819,0.0,2381.5971200361787,-2381.5971200361787,0.0,1.2192938851994923,1,446.02806499106094,420.0,353.6847337760609
79,Traditional Revolving Card,1200.9263376993686,0.3635592836425654,1.1928104073741879,0.543005532122197,70.75013606126787,1979.3449355732962,-1908.5947995120284,0.0,1.2656175072659763,1,364.2635353701457,420.0,348.12589912808284
80,Traditional Revolving Card,1101.2506821754564,0.315725416130955,1.200454553182549,0.23693732226823933,128.38650731692138,1852.3151555829975,-1723.9286482660762,0.0,1.2785507264358829,1,337.42313467382917,420.0,346.573912827694
81,Traditional Revolving Card,1058.8732085965783,0.21255474457602824,0.9414565741834572,0.9331213644839844,15734.845485136595,0.0,15734.845485136595,1.0,0.0,0,0.0,0.0,780.0
82,Traditional Revolving Card,1061.5587115409594,0.3756081538664139,0.9807477353042194,0.8622575268884853,50.31175249903404,1802.5197021485421,-1752.207949649508,0.0,1.2855850397961919,1,327.042553558757,420.0,345.729795224457
83,Traditional Revolving Card,849.4760009893087,0.11678916796308157,0.9206382971692479,0.7105214908604035,115.66037838090935,1537.1526558044486,-1421.4922774235392,0.0,1.3355280470807978,1,271.8248673714525,420.0,339.73663435030426
84,Traditional Revolving Card,1012.4061729183802,0.05908482925354419,1.072834729186722,0.7044445957674419,0.0,1746.7130556329778,-1746.7130556329778,0.0,1.3127129130988762,1,318.4741055432293,420.0,342.4744504281349
85,Traditional Revolving Card,1574.6050689125807,0.0860191443102567,1.2224624093931673,0.8033914544110902,65.94776364302658,2443.5653616001364,-2377.61759795711,0.0,1.21717081975486,1,459.39696858126,420.0,353.9395016294168
86,Traditional Revolving Card,1148.3501848581259,0.3389437402385801,0.955088398930228,0.9155462172947703,52.64813277391495,1904.7901330460816,-1852.1420002721666,0.0,1.24955969959691,1,343.8814286859263,420.0,350.0528360483708
87,Traditional Revolving Card,1376.1029171390246,0.23475089210055494,1.0506508018466527,0.7548901672746633,18.742588460632774,2191.46566565754,-2172.723077196907,0.0,1.2289205873479117,1,405.3264088651674,420.0,352.52952951825057
88,Traditional Revolving Card,580.3108705247914,0.11450871161344073,0.9333348337040683,0.6741852486386493,39.21825675336429,1202.1290746022528,-1162.9108178488884,0.0,1.463471428103155,1,203.41449444346026,420.0,324.3834286276214
89,Traditional Revolving Card,1342.0778272414698,0.25041791004134545,0.8764099881977184,0.6926038759518295,72.55499413307678,2148.919643388646,-2076.364649255569,0.0,1.2334907986898973,1,396.768702853083,420.0,351.9811041572123
90,Traditional Revolving Card,1159.6618239077216,0.11092484108526737,0.887833488418395,0.7812938440652273,66.04506872445751,1919.8681955753086,-1853.8231268508512,0.0,1.2499719865103724,1,347.3861678047627,420.0,350.0033616187553
91,Traditional Revolving Card,1079.6399942773728,0.3285281500310944,0.8260754050421585,0.5792931994880748,39.02307689742825,1822.535225486247,-1783.512148588819,0.0,1.276386443759689,1,330.2357789630678,420.0,346.83362674883733
92,Traditional Revolving Card,1245.239989355283,0.22846251022961228,1.227182085354166,0.5108356671857072,22.110008336351584,2035.011639709203,-2012.9016313728516,0.0,1.258116179797206,1,375.4745270573929,420.0,349.02605842433525
93,Traditional Revolving Card,1076.043686546993,0.202408490438593,0.9812958238284334,0.8093655218622304,0.0,1819.8047344545948,-1819.8047344545948,0.0,1.28045413638703,1,330.1846293642773,420.0,346.3455036335564
94,Traditional Revolving Card,669.031270027911,0.17060483565915063,1.1753544014009487,0.7919395903616379,31.303286549865348,1312.2852063700395,-1280.9819198201742,0.0,1.4069826253521374,1,225.49125685192575,420.0,331.1620849577435
95,Traditional Revolving Card,1430.5619852929844,0.3021130372475554,1.106598262710361,0.3998872152153618,9374.436045301478,31.405848170871252,9343.030197130607,0.9166666666666666,0.014852674518761893,0,5.086476074059601,35.0,764.0510123910818
96,Traditional Revolving Card,1260.7543903370483,0.19472504422135617,0.8863645226349884,0.829510211873691,16787.9894468559,0.0,16787.9894468559,1.0,0.0,0,0.0,0.0,780.0
97,Traditional Revolving Card,1121.514386313037,0.0850599677264404,0.8789580109605896,0.6324563786479471,65.47643276038248,1874.965138324362,-1809.4887055639795,0.0,1.2720260208306138,1,341.88195223481245,420.0,347.35687750032633
98,Traditional Revolving Card,958.4536569818906,0.09720236084820613,1.1653946906797452,0.7701206122281938,29.47776383949619,1675.543004969275,-1646.0652411297788,0.0,1.3128992566595319,1,301.5303116207593,420.0,342.45208920085616
99,Traditional Revolving Card,832.5356209732163,0.43475906581980583,0.9191202697787918,0.4817236469486897,24.23624327463878,1517.2610592940846,-1493.0248160194458,0.0,1.3508026822160668,1,269.448587906448,420.0,337.903678134072
100,Traditional Revolving Card,1255.9731767670144,0.41343227628304285,1.2109783326658892,0.4284213210442204,0.0,2050.5701764358323,-2050.5701764358323,0.0,1.2637498945114385,1,380.4103355087328,420.0,348.3500126586274
101,Traditional Revolving Card,1603.3602400563398,0.3298828535242998,0.8630249321102708,0.7164768356252996,95.4865849232449,2453.806033468929,-2358.319448545684,0.0,1.1922713553355542,1,458.2162594942302,420.0,356.9274373597335
102,Traditional Revolving Card,1250.7916191852596,0.15634798458380783,1.1049688765045114,0.5136780274793987,28.15083678621727,2037.859788002512,-2009.7089512162947,0.0,1.2494947693319496,1,374.5633679415973,420.0,350.060627680166
103,Traditional Revolving Card,854.3095984767936,0.4376705509390896,1.1665132442139203,0.397784373363683,22.56296445656629,1548.8751401546292,-1526.312175698063,0.0,1.355663475035283,1,277.49888716123456,420.0,337.32038299576607
104,Traditional Revolving Card,1256.2791817596005,0.3615003615863179,0.9058653747870403,0.6053754675380667,25.027036008245148,2041.6343697184298,-2016.6073337101845,0.0,1.2484491918105904,1,375.89284819320665,420.0,350.18609698272917
105,Traditional Revolving Card,1186.664259438318,0.3367560756635982,0.9242933135554547,0.7644179764388475,98.76079038012702,1905.1236334419007,-1806.3628430617737,0.0,1.206497995449237,1,343.10816231749544,420.0,355.22024054609153
106,Traditional Revolving Card,1416.0109065185575,0.22974460085751547,1.2340334987626407,0.38033021248477417,0.0,2249.5336609264996,-2249.5336609264996,0.0,1.2408122400945678,1,421.12780923942955,420.0,351.1025311886518
107,Traditional Revolving Card,1351.6832943529316,0.1588966247380636,0.9190689224057713,0.9147650724349513,0.0,2108.4445432594985,-2108.4445432594985,0.0,1.1825553710572139,1,383.0976173425429,420.0,358.09335547313435
108,Traditional Revolving Card,453.5443664725191,0.08855638486139972,0.9934806724550216,0.8509420449400815,52.476027002863724,1043.4893773802241,-991.0133503773604,0.0,1.5768303060209758,1,171.25023324629336,420.0,310.78036327748293
109,Traditional Revolving Card,1336.3105511071142,0.4110409586175367,0.9946320169590648,0.5746459027974715,48.72113764012775,2137.3204142263025,-2088.5992765861747,0.0,1.2217718361048127,1,391.3065211296569,420.0,353.38737966742246
110,Traditional Revolving Card,949.130147623979,0.23231051593344443,0.9138656374683576,0.7625019388141324,54.928016920620806,1657.565740199732,-1602.6377232791112,0.0,1.2913713065556611,1,293.6937872121911,420.0,345.03544321332066
